make,manufactured,reg_date,type_of_vehicle,category,transmission,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price,estimated_price,registration_year
mazda,2017.0,2018-01-11,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,1310.0,88.0,1496.0,2.0,12070.0,42900,682.0,24477.0,91000.0,15108.0,15108.0,48800.0,134800,2018
citroen,2017.0,2017-12-28,suv,"parf car, premium ad car",auto,1050.0,81.0,1199.0,2.0,12520.0,38200,508.0,16751.0,146146.0,18278.0,5000.0,46800.0,99500,2017
mercedes-benz,1999.0,2000-01-27,luxury sedan,"coe car, direct owner sale, low mileage car",auto,,,1998.0,5.0,10320.0,39463,1815.0,22175.0,175500.0,51347.0,71886.0,58000.0,250000,2000
toyota,2017.0,2018-04-27,mpv,"parf car, sgcarmart warranty cars",auto,1355.0,105.0,1798.0,4.0,17290.0,38801,976.0,27970.0,86148.0,19955.0,19955.0,76800.0,102000,2018
infiniti,2017.0,2017-06-30,sports car,"parf car, premium ad car",auto,1692.0,155.0,1991.0,2.0,20450.0,55000,1202.0,46292.0,99000.0,38231.0,45524.0,84888.0,188800,2017
honda,2018.0,2018-06-07,hatchback,parf car,auto,1030.0,73.0,1317.0,1.0,13160.0,38001,578.0,19327.0,83699.0,17390.0,7390.0,53999.0,75000,2018
volvo,2017.0,2018-01-26,hatchback,parf car,auto,1442.0,140.0,1969.0,1.0,15450.0,42661,1176.0,33597.0,100898.0,26078.0,28510.0,68822.0,202000,2018
bmw,2019.0,2019-07-23,suv,"parf car, premium ad car",auto,1430.0,103.0,1499.0,1.0,17970.0,34000,684.0,48876.0,73000.0,35726.0,42017.0,112800.0,203000,2019
bmw,2015.0,2016-01-19,sports car,"parf car, premium ad car, sgcarmart warranty cars",auto,1610.0,180.0,1997.0,2.0,24830.0,59889,1210.0,38528.0,120000.0,45011.0,55016.0,61800.0,286000,2016
mercedes-benz,2019.0,2019-04-30,luxury sedan,parf car,auto,1940.0,200.0,2996.0,1.0,34320.0,39401,2382.0,116557.0,62000.0,92820.0,139076.0,236800.0,320000,2019
audi,2011.0,2012-01-30,stationwagon,coe car,auto,1630.0,132.0,1984.0,6.0,15870.0,45586,1552.0,29874.0,128266.5,48190.0,48190.0,104000.0,202800,2012
lexus,2019.0,2019-05-23,luxury sedan,parf car,auto,1620.0,152.0,2487.0,2.0,23250.0,48010,1784.0,57302.0,101000.0,39999.0,47999.0,138800.0,230000,2019
toyota,2020.0,2022-12-20,mpv,"coe car, hybrid cars",auto,2260.0,145.0,2493.0,2.0,28760.0,95856,1792.0,76685.0,48000.0,38675.0,46145.0,238800.0,360000,2022
isuzu,2008.0,2008-04-10,truck,"coe car, premium ad car",manual,10300.0,,7790.0,5.0,18390.0,40585,,,145000.0,51527.0,2577.0,69800.0,109000,2008
toyota,2015.0,2016-04-18,suv,"parf car, premium ad car",auto,1610.0,111.0,1986.0,1.0,16550.0,47000,1196.0,22943.0,119822.0,29165.0,27831.0,40800.0,214888,2016
mercedes-benz,2020.0,2020-09-04,luxury sedan,"parf car, premium ad car",auto,1505.0,95.0,1497.0,2.0,19470.0,32699,684.0,49530.0,57000.0,34175.0,39845.0,136888.0,250000,2020
MINI,2017.0,2017-06-09,sports car,"parf car, low mileage car",auto,1240.0,141.0,1998.0,2.0,22780.0,54501,1210.0,33745.0,65000.0,30651.0,29912.0,81000.0,217000,2017
honda,2008.0,2009-09-04,mpv,coe car,auto,1370.0,103.0,1799.0,2.0,11480.0,37941,1467.0,19812.0,154000.0,26813.0,26813.0,59988.0,50000,2009
honda,2016.0,2016-09-02,suv,"parf car, sgcarmart warranty cars",auto,1190.0,96.0,1496.0,3.0,15400.0,47020,682.0,18518.0,120000.0,22511.0,13516.0,40888.0,125000,2016
bmw,2020.0,2023-08-01,sports car,"parf car, rare & exotic, almost new car, low mileage car",auto,1650.0,302.0,2979.0,1.0,34120.0,118001,2362.0,159034.0,650.0,50701.0,68332.0,345800.0,383000,2023
Honda,2019.0,2022-04-18,hatchback,parf car,auto,1030.0,73.0,1317.0,1.0,13160.0,71556,578.0,59877.0,30144.0,15689.0,5000.0,105800.0,107800,2022
toyota,2019.0,2019-07-23,mpv,"parf car, premium ad car, hybrid cars",auto,1610.0,100.0,1797.0,2.0,23160.0,39889,974.0,40106.0,65488.0,33708.0,29192.0,128800.0,182888,2019
bmw,2016.0,2016-09-01,luxury sedan,parf car,auto,1680.0,190.0,1998.0,2.0,27810.0,58201,1210.0,71965.0,137000.0,70260.0,98468.0,110800.0,355000,2016
toyota,2018.0,2019-03-29,suv,"parf car, premium ad car, sgcarmart warranty cars",auto,1695.0,170.0,1998.0,1.0,18620.0,39401,1210.0,42834.0,78643.0,30806.0,35129.0,103800.0,211000,2019
bmw,2010.0,2011-11-10,sports car,"coe car, low mileage car",auto,1675.0,309.0,3999.0,6.0,21540.0,53932,5132.0,38004.0,103000.0,84556.0,84556.0,151800.0,432000,2011
mini,2016.0,2016-05-23,sports car,parf car,auto,1390.0,141.0,1998.0,3.0,22540.0,49700,1210.0,29518.0,98000.0,31708.0,36392.0,61800.0,263000,2016
chevrolet,2017.0,2017-08-29,mpv,"parf car, premium ad car",auto,1650.0,103.0,1362.0,1.0,13400.0,52751,604.0,27088.0,87000.0,15704.0,15704.0,50800.0,115000,2017
mercedes-benz,2012.0,2013-01-02,luxury sedan,"coe car, direct owner sale",auto,1485.0,115.0,1595.0,3.0,12040.0,56670,888.0,43706.0,108000.0,30160.0,25160.0,92888.0,200000,2013
toyota,2018.0,2018-07-27,mpv,"parf car, hybrid cars, sgcarmart warranty cars",auto,1610.0,100.0,1797.0,3.0,24730.0,32551,974.0,31662.0,78000.0,31497.0,26096.0,114800.0,182888,2018
mazda,2021.0,2022-01-13,suv,parf car,auto,1576.0,121.0,1998.0,1.0,16830.0,77700,1210.0,74230.0,36000.0,21588.0,22224.0,135800.0,170000,2022
honda,2016.0,2017-02-28,suv,"parf car, premium ad car",auto,1190.0,96.0,1496.0,2.0,16270.0,49430,682.0,20341.0,98000.0,21160.0,11624.0,49800.0,120000,2017
nissan,2015.0,2015-09-02,truck,premium ad car,manual,1800.0,,2953.0,1.0,15180.0,50002,,5206.0,110000.0,25089.0,1255.0,15800.0,62400,2015
peugeot,2023.0,2023-07-19,suv,"parf car, premium ad car, low mileage car",auto,1430.0,96.0,1199.0,1.0,16700.0,97000,508.0,106882.0,10000.0,33602.0,39043.0,168800.0,162888,2023
bmw,2008.0,2008-08-29,sports car,"coe car, premium ad car",auto,1750.0,200.0,2996.0,3.0,13730.0,34991,3573.0,13968.0,145000.0,91730.0,91730.0,54800.0,300000,2008
toyota,2015.0,2015-12-02,mpv,"parf car, premium ad car",auto,1775.0,125.0,2362.0,1.0,20390.0,61103,1638.0,33099.0,135800.0,37090.0,43926.0,51800.0,95000,2015
nissan,2016.0,2016-11-22,suv,"parf car, premium ad car",auto,1379.0,106.0,1997.0,2.0,12680.0,56206,1210.0,25481.0,86900.0,19653.0,19653.0,40700.0,131800,2016
mercedes-benz,2011.0,2011-07-14,luxury sedan,"coe car, premium ad car, low mileage car",auto,1500.0,115.0,1597.0,2.0,12780.0,45272,965.0,31889.0,89000.0,31019.0,31019.0,90000.0,160000,2011
mitsubishi,2015.0,2016-01-06,truck,premium ad car,manual,1800.0,,2998.0,2.0,13980.0,46001,,7171.0,110000.0,25418.0,1271.0,21800.0,80000,2016
bmw,2022.0,2023-09-07,luxury sedan,"parf car, almost new car",auto,1645.0,180.0,1998.0,1.0,26050.0,134889,1210.0,167911.0,11700.0,63866.0,95665.0,282800.0,263888,2023
bmw,2018.0,2018-12-06,suv,"parf car, low mileage car",auto,1430.0,103.0,1499.0,2.0,18970.0,30959,684.0,41636.0,48000.0,34049.0,39669.0,104800.0,203000,2018
mercedes-benz,2012.0,2013-03-13,luxury sedan,"coe car, premium ad car",auto,1505.0,115.0,1595.0,2.0,12560.0,85845,888.0,68676.0,125000.0,35059.0,30059.0,108800.0,215000,2013
toyota,2021.0,2021-09-15,suv,"parf car, hybrid cars, sgcarmart warranty cars",auto,1190.0,82.0,1490.0,1.0,15610.0,45001,680.0,43944.0,49000.0,27868.0,16016.0,118800.0,130000,2021
mercedes-benz,2016.0,2016-12-20,luxury sedan,"parf car, premium ad car, low mileage car",auto,1605.0,135.0,1991.0,2.0,25620.0,55501,1202.0,55605.0,57000.0,54933.0,70880.0,95800.0,330000,2016
honda,2018.0,2019-02-08,hatchback,"opc car, parf car, premium ad car, low mileage car",auto,1052.0,73.0,1318.0,2.0,13100.0,16798,78.0,11730.0,50800.0,15594.0,5594.0,63777.0,102800,2019
toyota,2020.0,2020-07-09,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,1315.0,96.0,1598.0,1.0,14960.0,33520,742.0,36493.0,60000.0,21787.0,22502.0,98800.0,105000,2020
porsche,2011.0,2011-08-10,suv,"coe car, premium ad car",auto,2105.0,220.0,3598.0,3.0,18760.0,47316,4319.0,32538.0,169407.0,78628.0,78628.0,128998.0,405000,2011
mazda,2018.0,2019-12-24,suv,"parf car, low mileage car",auto,1290.0,115.0,1998.0,2.0,13910.0,36000,1210.0,36392.0,34887.0,21427.0,21998.0,87888.0,104800,2019
jaguar,2016.0,2017-05-31,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,1574.0,132.0,1999.0,3.0,15580.0,53001,1812.0,35748.0,142017.0,36762.0,33467.0,62800.0,190000,2017
Honda,2018.0,2018-04-03,mid-sized sedan,"parf car, premium ad car",auto,1249.0,92.0,1597.0,1.0,14530.0,41400,742.0,27906.0,106000.0,19724.0,19724.0,62800.0,128000,2018
bmw,2011.0,2011-09-27,luxury sedan,coe car,auto,1775.0,225.0,2979.0,6.0,13340.0,38216,3071.0,23725.0,128266.5,60785.0,60785.0,82800.0,195000,2011
honda,2007.0,2007-02-10,sports car,"coe car, direct owner sale",manual,1390.0,162.0,1998.0,2.0,23290.0,52077,1815.0,13825.0,264000.0,32182.0,35401.0,61888.0,48000,2007
opel,2019.0,2019-02-25,luxury sedan,parf car,auto,1492.0,100.0,1598.0,1.0,13950.0,32200,1182.0,35083.0,99000.0,26075.0,28505.0,79800.0,145000,2019
mercedes-benz,2018.0,2019-09-13,luxury sedan,"parf car, hybrid cars",auto,1505.0,145.0,1497.0,2.0,22160.0,39400,684.0,57112.0,60000.0,42178.0,51050.0,141800.0,245000,2019
volkswagen,2010.0,2011-01-11,hatchback,coe car,auto,1241.0,90.0,1390.0,2.0,18400.0,16570,868.0,4286.0,139831.5,22211.0,22211.0,23800.0,102000,2011
bmw,2017.0,2017-06-21,hatchback,"parf car, premium ad car, low mileage car",auto,1475.0,250.0,2998.0,2.0,34230.0,55000,2384.0,41471.0,40000.0,36482.0,43075.0,118800.0,222000,2017
bmw,2023.0,2023-12-28,luxury sedan,"parf car, almost new car, low mileage car, electric cars",auto,1990.0,210.0,,1.0,25740.0,125011,2147.0,129004.0,2000.0,58768.0,38660.0,262800.0,321000,2023
mercedes-benz,2022.0,2022-08-08,suv,"parf car, low mileage car, hybrid cars",auto,2710.0,426.0,3982.0,1.0,81000.0,98389,3922.0,391918.0,11500.0,216196.0,415632.0,868000.0,168000,2022
land rover,2017.0,2017-06-13,suv,parf car,auto,1720.0,177.0,1999.0,2.0,22610.0,50110,1212.0,61994.0,102400.0,59076.0,78337.0,106800.0,250000,2017
bmw,2018.0,2018-11-26,suv,"parf car, premium ad car",auto,1720.0,135.0,1998.0,2.0,26120.0,32302,1210.0,52956.0,110000.0,45356.0,55499.0,141800.0,308000,2018
citroen,2023.0,2024-07-04,van,"almost new car, premium ad car, electric cars",auto,1760.0,,,1.0,10410.0,27729,,22183.0,5200.0,39804.0,1991.0,103800.0,133000,2024
audi,2020.0,2020-10-28,suv,"parf car, premium ad car",auto,1545.0,110.0,1395.0,2.0,20290.0,40990,624.0,49399.0,43500.0,27883.0,31037.0,144800.0,163000,2020
mitsubishi,2008.0,2008-05-29,mid-sized sedan,"coe car, premium ad car",manual,1162.0,79.0,1584.0,6.0,14920.0,38192,1101.0,14283.0,145000.0,11444.0,11444.0,55800.0,113000,2008
bmw,2022.0,2022-08-22,suv,"parf car, premium ad car",auto,1435.0,100.0,1499.0,1.0,18980.0,112001,684.0,124727.0,38715.0,37122.0,43971.0,177500.0,203000,2022
honda,2013.0,2014-08-26,hatchback,parf car,auto,1020.0,73.0,1317.0,1.0,,65710,578.0,2752.0,111000.0,13337.0,5000.0,9888.0,106800,2014
honda,2021.0,2022-07-29,hatchback,"parf car, low mileage car, sgcarmart warranty cars",auto,1070.0,72.0,1317.0,1.0,12600.0,78899,578.0,66869.0,19000.0,16277.0,5000.0,103800.0,106888,2022
mini,2021.0,2022-06-10,hatchback,"parf car, premium ad car",auto,1180.0,75.0,1499.0,1.0,17270.0,73801,684.0,70970.0,36850.0,27867.0,16014.0,146000.0,159888,2022
honda,2017.0,2017-05-11,mid-sized sedan,"parf car, consignment car",auto,1324.0,127.0,1498.0,4.0,19220.0,53300,684.0,30157.0,90000.0,27298.0,25218.0,66800.0,155000,2017
toyota,2020.0,2020-09-21,van,-,auto,1680.0,,2982.0,1.0,12560.0,26644,,16286.0,48000.0,29352.0,1468.0,76800.0,146000,2020
mercedes-benz,2015.0,2016-05-16,luxury sedan,"parf car, premium ad car",auto,1680.0,155.0,1991.0,2.0,20070.0,49602,1202.0,46497.0,99500.0,53339.0,68011.0,70800.0,266000,2016
nissan,2015.0,2015-12-15,van,-,manual,1260.0,,1461.0,4.0,12540.0,35044,,5252.0,110000.0,19981.0,1000.0,18800.0,102000,2015
bentley,2016.0,2017-06-02,suv,"imported used vehicle, parf car, low mileage car",auto,2440.0,447.0,5950.0,4.0,,54405,7000.0,,60000.0,197502.0,327504.0,350000.0,1030000,2017
mercedes-benz,2011.0,2012-01-06,sports car,"coe car, direct owner sale, low mileage car",auto,1470.0,135.0,1796.0,6.0,13130.0,60586,1266.0,44717.0,115000.0,54305.0,54305.0,96888.0,95000,2012
nissan,2019.0,2019-09-30,hatchback,"parf car, premium ad car",auto,1048.0,58.0,1198.0,1.0,12320.0,31759,508.0,20065.0,50500.0,13467.0,5000.0,65800.0,79500,2019
tesla,2023.0,2023-05-09,luxury sedan,"parf car, direct owner sale, electric cars",auto,1760.0,208.0,,1.0,19320.0,120889,2135.0,128519.0,23000.0,53095.0,27881.0,185889.0,167000,2023
mercedes-benz,2015.0,2015-06-04,hatchback,parf car,auto,1425.0,90.0,1595.0,3.0,15700.0,64700,740.0,14872.0,118000.0,25163.0,17229.0,23800.0,179888,2015
toyota,2010.0,2010-05-31,mid-sized sedan,coe car,auto,1195.0,80.0,1598.0,4.0,10540.0,32875,1039.0,19590.0,139831.5,16716.0,16716.0,62800.0,101000,2010
mercedes-benz,2021.0,2021-10-28,luxury sedan,"parf car, low mileage car",auto,1685.0,145.0,1991.0,1.0,25180.0,68310,1202.0,101697.0,9700.0,53595.0,68471.0,219800.0,330000,2021
honda,2008.0,2009-10-15,mpv,"coe car, premium ad car",auto,1350.0,103.0,1799.0,4.0,,18751,1467.0,935.0,220000.0,21406.0,21406.0,5800.0,59800,2009
mitsubishi,2015.0,2015-11-16,mid-sized sedan,parf car,auto,1289.0,86.0,1590.0,3.0,13320.0,57301,738.0,13810.0,110000.0,11951.0,11951.0,22800.0,90000,2015
toyota,2015.0,2015-06-10,mid-sized sedan,"parf car, premium ad car",auto,1205.0,90.0,1598.0,2.0,14640.0,66590,742.0,12952.0,99000.0,17804.0,12804.0,20800.0,111000,2015
honda,2017.0,2017-06-09,suv,"parf car, low mileage car, hybrid cars",auto,1280.0,112.0,1496.0,2.0,17210.0,53001,682.0,18799.0,68021.0,26059.0,5000.0,53800.0,114888,2017
bmw,2021.0,2021-03-26,suv,"parf car, premium ad car",auto,1745.0,135.0,1998.0,2.0,28870.0,51900,1210.0,79806.0,50000.0,49273.0,60983.0,220000.0,235000,2021
mercedes-benz,2022.0,2022-11-29,luxury sedan,"parf car, hybrid cars",auto,1550.0,140.0,1496.0,1.0,22360.0,113299,682.0,125302.0,59000.0,38726.0,46217.0,208800.0,202888,2022
volkswagen,2022.0,2023-07-14,suv,"parf car, almost new car, premium ad car",auto,1369.0,85.0,999.0,1.0,14070.0,97000,392.0,94377.0,19000.0,22409.0,8373.0,132000.0,131000,2023
Honda,2015.0,2015-09-18,suv,"parf car, low mileage car, sgcarmart warranty cars",auto,1190.0,96.0,1496.0,1.0,17230.0,55889,682.0,11247.0,75000.0,17670.0,7670.0,25500.0,125000,2015
hyundai,2014.0,2014-09-02,mid-sized sedan,"parf car, low mileage car",auto,1292.0,97.0,1591.0,2.0,,65710,738.0,7419.0,59000.0,13110.0,13110.0,12888.0,96000,2014
mercedes-benz,2019.0,2019-11-07,luxury sedan,"parf car, premium ad car",auto,1420.0,120.0,1332.0,1.0,21800.0,38602,586.0,51047.0,78000.0,35062.0,41087.0,134800.0,246000,2019
nissan,2018.0,2018-11-16,van,premium ad car,manual,1260.0,,1461.0,2.0,10270.0,28501,,12158.0,100000.0,21101.0,1056.0,43800.0,102000,2018
infiniti,2017.0,2018-02-26,suv,parf car,auto,1410.0,80.0,1461.0,3.0,13690.0,36810,1048.0,29307.0,91000.0,30434.0,24608.0,61800.0,95000,2018
renault,2019.0,2019-09-02,mpv,parf car,auto,1540.0,81.0,1461.0,2.0,13430.0,27000,1048.0,27221.0,86000.0,25368.0,17516.0,78800.0,82800,2019
kia,2017.0,2017-06-07,mid-sized sedan,"parf car, direct owner sale",auto,1295.0,95.0,1591.0,2.0,15340.0,51106,738.0,24991.0,132000.0,16308.0,16308.0,53800.0,133800,2017
subaru,2018.0,2018-06-29,suv,"parf car, premium ad car, low mileage car",auto,1591.0,110.0,1995.0,1.0,15650.0,36000,1208.0,24029.0,55920.0,13559.0,13559.0,70000.0,150000,2018
audi,2019.0,2020-10-13,suv,"parf car, premium ad car",auto,1315.0,85.0,999.0,1.0,15080.0,36534,392.0,41614.0,62000.0,23869.0,25417.0,105800.0,161000,2020
toyota,2020.0,2020-09-11,mpv,parf car,auto,2030.0,134.0,2493.0,1.0,28400.0,41510,1792.0,79418.0,68500.0,55673.0,72212.0,208888.0,420000,2020
honda,2009.0,2010-12-15,mid-sized sedan,coe car,auto,1219.0,103.0,1799.0,3.0,12290.0,20357,1369.0,5466.0,149838.0,25712.0,25712.0,16500.0,109900,2010
toyota,2008.0,2008-12-02,mpv,"coe car, low mileage car",auto,1730.0,125.0,2362.0,6.0,12950.0,31553,2457.0,13598.0,150000.0,31552.0,20615.0,55800.0,143000,2008
honda,2016.0,2017-01-25,mpv,"parf car, low mileage car",auto,1855.0,129.0,2356.0,2.0,19370.0,51109,1630.0,35638.0,71355.0,33205.0,38487.0,66800.0,175000,2017
toyota,2018.0,2019-04-24,mpv,"parf car, hybrid cars",auto,1500.0,100.0,1798.0,1.0,18180.0,43102,976.0,37389.0,57000.0,30006.0,24009.0,98800.0,128000,2019
mercedes-benz,2020.0,2020-10-27,stationwagon,"parf car, premium ad car",auto,1440.0,96.0,1332.0,2.0,20230.0,37766,586.0,55160.0,50888.0,35908.0,42272.0,146800.0,199888,2020
mercedes-benz,2011.0,2011-05-10,luxury sedan,coe car,auto,1505.0,135.0,1796.0,4.0,12480.0,47316,1364.0,32538.0,128266.5,42402.0,42402.0,85800.0,205000,2011
volkswagen,2016.0,2016-11-21,luxury sedan,"parf car, premium ad car, low mileage car",auto,1480.0,132.0,1798.0,2.0,15100.0,56206,976.0,30381.0,73055.0,29724.0,28614.0,49800.0,165000,2016
bmw,2016.0,2016-08-25,mpv,parf car,auto,1480.0,85.0,1496.0,1.0,14790.0,53334,1082.0,24347.0,98000.0,30775.0,25085.0,41800.0,198000,2016
honda,2022.0,2022-11-18,suv,"parf car, premium ad car",auto,1250.0,87.0,1496.0,1.0,15700.0,87235,682.0,77290.0,43000.0,19062.0,5000.0,134888.0,116800,2022
honda,2019.0,2019-03-11,suv,parf car,auto,1200.0,96.0,1496.0,1.0,14910.0,23568,682.0,27180.0,65000.0,22254.0,23156.0,81000.0,137800,2019
volkswagen,2017.0,2018-07-30,hatchback,parf car,auto,1383.0,92.0,1395.0,2.0,13860.0,32699,624.0,29780.0,114200.0,22344.0,23282.0,68800.0,103000,2018
mercedes-benz,2015.0,2015-11-18,luxury sedan,parf car,auto,1425.0,115.0,1595.0,3.0,16760.0,62101,740.0,27547.0,108133.0,35294.0,36412.0,38500.0,211000,2015
honda,2008.0,2008-04-29,mid-sized sedan,"coe car, premium ad car",auto,1240.0,103.0,1799.0,5.0,14150.0,40881,1467.0,15826.0,145000.0,18326.0,18326.0,54800.0,107000,2008
mercedes-benz,2018.0,2019-04-17,luxury sedan,"parf car, consignment car, hybrid cars",auto,1765.0,230.0,1991.0,1.0,31060.0,36961,1202.0,103026.0,56666.0,83756.0,122761.0,205000.0,395000,2019
bmw,2021.0,2021-11-30,luxury sedan,"parf car, premium ad car",auto,1375.0,100.0,1499.0,2.0,17640.0,88000,684.0,97390.0,34000.0,35919.0,42287.0,152800.0,190000,2021
toyota,2014.0,2014-11-17,truck,-,manual,1680.0,,2982.0,1.0,,57389,,1431.0,155421.0,27856.0,1393.0,14800.0,110000,2014
mclaren,2019.0,2020-03-11,sports car,"parf car, direct owner sale, rare & exotic, low mileage car",auto,1603.0,456.0,3994.0,3.0,101930.0,37989,3940.0,230959.0,27000.0,171342.0,280416.0,725000.0,1270000,2020
mini,2011.0,2011-12-09,sports car,coe car,auto,1155.0,135.0,1598.0,5.0,10810.0,46482,965.0,34308.0,128266.5,30451.0,30451.0,79800.0,70000,2011
morris,1959.0,1959-05-06,others,"coe car, direct owner sale, rare & exotic, vintage cars",manual,,,948.0,6.0,9940.0,5057,,3817.0,88000.0,,,75000.0,95000,1959
mercedes-benz,2022.0,2024-01-09,luxury sedan,"parf car, almost new car, low mileage car, electric cars",auto,2385.0,180.0,,1.0,34680.0,110001,1971.0,180291.0,50.0,81246.0,99988.0,381988.0,395000,2024
hyundai,2019.0,2019-10-22,mid-sized sedan,"opc car, parf car, premium ad car, sgcarmart warranty cars",auto,1115.0,73.0,1368.0,1.0,11970.0,17001,108.0,15716.0,62000.0,9173.0,9173.0,66800.0,80400,2019
toyota,2006.0,2006-10-12,luxury sedan,coe car,auto,1540.0,123.0,2362.0,1.0,12050.0,56751,2457.0,13185.0,156756.5,30194.0,33214.0,28000.0,102000,2006
mercedes-benz,2010.0,2010-08-11,sports car,"coe car, premium ad car",auto,1575.0,150.0,1796.0,4.0,13540.0,33018,1364.0,15315.0,212000.0,61556.0,61556.0,62800.0,150000,2010
bmw,2019.0,2019-10-29,luxury sedan,"parf car, premium ad car",auto,1530.0,135.0,1998.0,2.0,21880.0,41805,1210.0,72262.0,110103.0,52437.0,66387.0,150800.0,272000,2019
toyota,2020.0,2020-10-14,suv,"parf car, consignment car",auto,1530.0,127.0,1987.0,1.0,19420.0,40989,1198.0,51503.0,71000.0,30048.0,34068.0,140000.0,155000,2020
mini,2018.0,2018-07-30,hatchback,"parf car, premium ad car, low mileage car",auto,1140.0,75.0,1499.0,2.0,17700.0,32699,684.0,24409.0,49999.0,24006.0,15609.0,80800.0,151800,2018
toyota,2020.0,2022-06-14,luxury sedan,"parf car, premium ad car, hybrid cars",auto,1635.0,160.0,2487.0,1.0,19510.0,95801,1784.0,88212.0,36778.0,32593.0,22631.0,165800.0,201800,2022
audi,2014.0,2014-05-15,luxury sedan,"coe car, premium ad car, low mileage car",auto,1310.0,90.0,1395.0,3.0,12360.0,42275,686.0,41580.0,91586.0,28028.0,16240.0,60800.0,145000,2014
kia,2018.0,2019-05-08,mid-sized sedan,"parf car, premium ad car",auto,1287.0,93.0,1591.0,2.0,13420.0,26659,738.0,26050.0,149753.0,18569.0,18569.0,75000.0,92000,2019
toyota,2023.0,2024-07-08,mpv,"parf car, almost new car, low mileage car, hybrid cars",auto,1710.0,103.0,1797.0,1.0,19550.0,102001,974.0,110447.0,11.0,33186.0,38461.0,212988.0,189000,2024
nissan,2016.0,2016-03-09,suv,"parf car, direct owner sale, low mileage car",auto,1379.0,106.0,1997.0,3.0,13520.0,46970,1210.0,18258.0,67000.0,19906.0,19906.0,31000.0,131800,2016
Toyota,2018.0,2018-10-29,mid-sized sedan,parf car,auto,1230.0,96.0,1598.0,1.0,14850.0,30209,742.0,27028.0,98488.0,19741.0,19741.0,74800.0,140000,2018
honda,2022.0,2022-03-08,suv,parf car,auto,1254.0,87.0,1498.0,1.0,16590.0,57898,684.0,58988.0,23000.0,18966.0,18966.0,137800.0,117000,2022
mercedes-benz,2015.0,2015-12-29,luxury sedan,parf car,auto,1655.0,135.0,1991.0,3.0,17900.0,60001,1202.0,44765.0,110000.0,51956.0,65521.0,58800.0,370000,2015
nissan,2014.0,2014-10-01,luxury sedan,"parf car, direct owner sale, low mileage car",auto,1510.0,127.0,2488.0,3.0,,68689,1786.0,14923.0,70000.0,25688.0,27964.0,16888.0,115000,2014
renault,2019.0,2019-08-30,mpv,"parf car, consignment car",auto,1540.0,81.0,1461.0,2.0,18100.0,27000,1048.0,28387.0,119000.0,26500.0,19100.0,103800.0,168000,2019
honda,2018.0,2018-09-06,mid-sized sedan,"parf car, premium ad car, low mileage car",auto,1096.0,88.0,1497.0,1.0,14150.0,31997,684.0,25611.0,22311.0,17263.0,17263.0,68500.0,103800,2018
mercedes-benz,2015.0,2016-02-02,luxury sedan,parf car,auto,1655.0,135.0,1991.0,1.0,20290.0,50089,1202.0,43145.0,118000.0,51956.0,65521.0,61555.0,354000,2016
