make,model,manufactured,reg_date,type_of_vehicle,category,transmission,power,engine_cap,no_of_owners,depreciation,coe,dereg_value,mileage,omv,arf,price,registration_year
mercedes-benz,c160,2020.0,2020-09-04,luxury sedan,"parf car, premium ad car",auto,95.0,1497.0,2.0,19470.0,32699,49530.0,57000.0,34175.0,39845.0,136888.0,2020
,cooper,2017.0,2017-06-09,sports car,"parf car, low mileage car",auto,141.0,1998.0,2.0,22780.0,54501,33745.0,65000.0,30651.0,29912.0,81000.0,2017
honda,stream,2008.0,2009-09-04,mpv,coe car,auto,103.0,1799.0,2.0,11480.0,37941,19812.0,154000.0,26813.0,26813.0,59988.0,2009
honda,vezel,2016.0,2016-09-02,suv,"parf car, sgcarmart warranty cars",auto,96.0,1496.0,3.0,15400.0,47020,18518.0,120000.0,22511.0,13516.0,40888.0,2016
bmw,m2,2020.0,2023-08-01,sports car,"parf car, rare & exotic, almost new car, low mileage car",auto,302.0,2979.0,1.0,34120.0,118001,159034.0,650.0,50701.0,68332.0,345800.0,2023
,fit,2019.0,2022-04-18,hatchback,parf car,auto,73.0,1317.0,1.0,13160.0,71556,59877.0,30144.0,15689.0,5000.0,105800.0,2022
toyota,noah,2019.0,2019-07-23,mpv,"parf car, premium ad car, hybrid cars",auto,100.0,1797.0,2.0,23160.0,39889,40106.0,65488.0,33708.0,29192.0,128800.0,2019
bmw,730i,2016.0,2016-09-01,luxury sedan,parf car,auto,190.0,1998.0,2.0,27810.0,58201,71965.0,137000.0,70260.0,98468.0,110800.0,2016
toyota,harrier,2018.0,2019-03-29,suv,"parf car, premium ad car, sgcarmart warranty cars",auto,170.0,1998.0,1.0,18620.0,39401,42834.0,78643.0,30806.0,35129.0,103800.0,2019
bmw,m3,2010.0,2011-11-10,sports car,"coe car, low mileage car",auto,309.0,3999.0,6.0,21540.0,53932,38004.0,103000.0,84556.0,84556.0,151800.0,2011
mini,cooper,2016.0,2016-05-23,sports car,parf car,auto,141.0,1998.0,3.0,22540.0,49700,29518.0,98000.0,31708.0,36392.0,61800.0,2016
chevrolet,orlando,2017.0,2017-08-29,mpv,"parf car, premium ad car",auto,103.0,1362.0,1.0,13400.0,52751,27088.0,87000.0,15704.0,15704.0,50800.0,2017
mercedes-benz,c180,2012.0,2013-01-02,luxury sedan,"coe car, direct owner sale",auto,115.0,1595.0,3.0,12040.0,56670,43706.0,108000.0,30160.0,25160.0,92888.0,2013
toyota,noah,2018.0,2018-07-27,mpv,"parf car, hybrid cars, sgcarmart warranty cars",auto,100.0,1797.0,3.0,24730.0,32551,31662.0,78000.0,31497.0,26096.0,114800.0,2018
mazda,2,2021.0,2022-01-13,suv,parf car,auto,121.0,1998.0,1.0,16830.0,77700,74230.0,36000.0,21588.0,22224.0,135800.0,2022
honda,vezel,2016.0,2017-02-28,suv,"parf car, premium ad car",auto,96.0,1496.0,2.0,16270.0,49430,20341.0,98000.0,21160.0,11624.0,49800.0,2017
nissan,cabstar,2015.0,2015-09-02,truck,premium ad car,manual,,2953.0,1.0,15180.0,50002,5206.0,110000.0,25089.0,1255.0,15800.0,2015
peugeot,5008,2023.0,2023-07-19,suv,"parf car, premium ad car, low mileage car",auto,96.0,1199.0,1.0,16700.0,97000,106882.0,10000.0,33602.0,39043.0,168800.0,2023
bmw,630i,2008.0,2008-08-29,sports car,"coe car, premium ad car",auto,200.0,2996.0,3.0,13730.0,34991,13968.0,145000.0,91730.0,91730.0,54800.0,2008
toyota,previa,2015.0,2015-12-02,mpv,"parf car, premium ad car",auto,125.0,2362.0,1.0,20390.0,61103,33099.0,135800.0,37090.0,43926.0,51800.0,2015
nissan,qashqai,2016.0,2016-11-22,suv,"parf car, premium ad car",auto,106.0,1997.0,2.0,12680.0,56206,25481.0,86900.0,19653.0,19653.0,40700.0,2016
mercedes-benz,c180,2011.0,2011-07-14,luxury sedan,"coe car, premium ad car, low mileage car",auto,115.0,1597.0,2.0,12780.0,45272,31889.0,89000.0,31019.0,31019.0,90000.0,2011
mitsubishi,canter,2015.0,2016-01-06,truck,premium ad car,manual,,2998.0,2.0,13980.0,46001,7171.0,110000.0,25418.0,1271.0,21800.0,2016
bmw,430i,2022.0,2023-09-07,luxury sedan,"parf car, almost new car",auto,180.0,1998.0,1.0,26050.0,134889,167911.0,11700.0,63866.0,95665.0,282800.0,2023
bmw,x1,2018.0,2018-12-06,suv,"parf car, low mileage car",auto,103.0,1499.0,2.0,18970.0,30959,41636.0,48000.0,34049.0,39669.0,104800.0,2018
mercedes-benz,c180,2012.0,2013-03-13,luxury sedan,"coe car, premium ad car",auto,115.0,1595.0,2.0,12560.0,85845,68676.0,125000.0,35059.0,30059.0,108800.0,2013
toyota,yaris,2021.0,2021-09-15,suv,"parf car, hybrid cars, sgcarmart warranty cars",auto,82.0,1490.0,1.0,15610.0,45001,43944.0,49000.0,27868.0,16016.0,118800.0,2021
mercedes-benz,e200,2016.0,2016-12-20,luxury sedan,"parf car, premium ad car, low mileage car",auto,135.0,1991.0,2.0,25620.0,55501,55605.0,57000.0,54933.0,70880.0,95800.0,2016
honda,jazz,2018.0,2019-02-08,hatchback,"opc car, parf car, premium ad car, low mileage car",auto,73.0,1318.0,2.0,13100.0,16798,11730.0,50800.0,15594.0,5594.0,63777.0,2019
toyota,corolla,2020.0,2020-07-09,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,96.0,1598.0,1.0,14960.0,33520,36493.0,60000.0,21787.0,22502.0,98800.0,2020
porsche,cayenne,2011.0,2011-08-10,suv,"coe car, premium ad car",auto,220.0,3598.0,3.0,18760.0,47316,32538.0,169407.0,78628.0,78628.0,128998.0,2011
mazda,2,2018.0,2019-12-24,suv,"parf car, low mileage car",auto,115.0,1998.0,2.0,13910.0,36000,36392.0,34887.0,21427.0,21998.0,87888.0,2019
jaguar,xe,2016.0,2017-05-31,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,132.0,1999.0,3.0,15580.0,53001,35748.0,142017.0,36762.0,33467.0,62800.0,2017
,civic,2018.0,2018-04-03,mid-sized sedan,"parf car, premium ad car",auto,92.0,1597.0,1.0,14530.0,41400,27906.0,106000.0,19724.0,19724.0,62800.0,2018
bmw,535i,2011.0,2011-09-27,luxury sedan,coe car,auto,225.0,2979.0,6.0,13340.0,38216,23725.0,128266.5,60785.0,60785.0,82800.0,2011
honda,accord,2007.0,2007-02-10,sports car,"coe car, direct owner sale",manual,162.0,1998.0,2.0,23290.0,52077,13825.0,264000.0,32182.0,35401.0,61888.0,2007
opel,insignia,2019.0,2019-02-25,luxury sedan,parf car,auto,100.0,1598.0,1.0,13950.0,32200,35083.0,99000.0,26075.0,28505.0,79800.0,2019
mercedes-benz,amg,2018.0,2019-09-13,luxury sedan,"parf car, hybrid cars",auto,145.0,1497.0,2.0,22160.0,39400,57112.0,60000.0,42178.0,51050.0,141800.0,2019
volkswagen,golf,2010.0,2011-01-11,hatchback,coe car,auto,90.0,1390.0,2.0,18400.0,16570,4286.0,139831.5,22211.0,22211.0,23800.0,2011
bmw,m140i,2017.0,2017-06-21,hatchback,"parf car, premium ad car, low mileage car",auto,250.0,2998.0,2.0,34230.0,55000,41471.0,40000.0,36482.0,43075.0,118800.0,2017
bmw,i4,2023.0,2023-12-28,luxury sedan,"parf car, almost new car, low mileage car, electric cars",auto,210.0,,1.0,25740.0,125011,129004.0,2000.0,58768.0,38660.0,262800.0,2023
mercedes-benz,maybach,2022.0,2022-08-08,suv,"parf car, low mileage car, hybrid cars",auto,426.0,3982.0,1.0,81000.0,98389,391918.0,11500.0,216196.0,415632.0,868000.0,2022
land rover,range,2017.0,2017-06-13,suv,parf car,auto,177.0,1999.0,2.0,22610.0,50110,61994.0,102400.0,59076.0,78337.0,106800.0,2017
bmw,x4,2018.0,2018-11-26,suv,"parf car, premium ad car",auto,135.0,1998.0,2.0,26120.0,32302,52956.0,110000.0,45356.0,55499.0,141800.0,2018
citroen,e-berlingo,2023.0,2024-07-04,van,"almost new car, premium ad car, electric cars",auto,,,1.0,10410.0,27729,22183.0,5200.0,39804.0,1991.0,103800.0,2024
audi,q3,2020.0,2020-10-28,suv,"parf car, premium ad car",auto,110.0,1395.0,2.0,20290.0,40990,49399.0,43500.0,27883.0,31037.0,144800.0,2020
mitsubishi,lancer,2008.0,2008-05-29,mid-sized sedan,"coe car, premium ad car",manual,79.0,1584.0,6.0,14920.0,38192,14283.0,145000.0,11444.0,11444.0,55800.0,2008
bmw,x1,2022.0,2022-08-22,suv,"parf car, premium ad car",auto,100.0,1499.0,1.0,18980.0,112001,124727.0,38715.0,37122.0,43971.0,177500.0,2022
honda,fit,2013.0,2014-08-26,hatchback,parf car,auto,73.0,1317.0,1.0,,65710,2752.0,111000.0,13337.0,5000.0,9888.0,2014
honda,fit,2021.0,2022-07-29,hatchback,"parf car, low mileage car, sgcarmart warranty cars",auto,72.0,1317.0,1.0,12600.0,78899,66869.0,19000.0,16277.0,5000.0,103800.0,2022
mini,one,2021.0,2022-06-10,hatchback,"parf car, premium ad car",auto,75.0,1499.0,1.0,17270.0,73801,70970.0,36850.0,27867.0,16014.0,146000.0,2022
honda,civic,2017.0,2017-05-11,mid-sized sedan,"parf car, consignment car",auto,127.0,1498.0,4.0,19220.0,53300,30157.0,90000.0,27298.0,25218.0,66800.0,2017
toyota,hiace,2020.0,2020-09-21,van,-,auto,,2982.0,1.0,12560.0,26644,16286.0,48000.0,29352.0,1468.0,76800.0,2020
mercedes-benz,e250,2015.0,2016-05-16,luxury sedan,"parf car, premium ad car",auto,155.0,1991.0,2.0,20070.0,49602,46497.0,99500.0,53339.0,68011.0,70800.0,2016
nissan,nv200,2015.0,2015-12-15,van,-,manual,,1461.0,4.0,12540.0,35044,5252.0,110000.0,19981.0,1000.0,18800.0,2015
bentley,bentayga,2016.0,2017-06-02,suv,"imported used vehicle, parf car, low mileage car",auto,447.0,5950.0,4.0,,54405,,60000.0,197502.0,327504.0,350000.0,2017
mercedes-benz,slk200,2011.0,2012-01-06,sports car,"coe car, direct owner sale, low mileage car",auto,135.0,1796.0,6.0,13130.0,60586,44717.0,115000.0,54305.0,54305.0,96888.0,2012
nissan,note,2019.0,2019-09-30,hatchback,"parf car, premium ad car",auto,58.0,1198.0,1.0,12320.0,31759,20065.0,50500.0,13467.0,5000.0,65800.0,2019
tesla,model,2023.0,2023-05-09,luxury sedan,"parf car, direct owner sale, electric cars",auto,208.0,,1.0,19320.0,120889,128519.0,23000.0,53095.0,27881.0,185889.0,2023
mercedes-benz,b180,2015.0,2015-06-04,hatchback,parf car,auto,90.0,1595.0,3.0,15700.0,64700,14872.0,118000.0,25163.0,17229.0,23800.0,2015
toyota,altis,2010.0,2010-05-31,mid-sized sedan,coe car,auto,80.0,1598.0,4.0,10540.0,32875,19590.0,139831.5,16716.0,16716.0,62800.0,2010
mercedes-benz,e200,2021.0,2021-10-28,luxury sedan,"parf car, low mileage car",auto,145.0,1991.0,1.0,25180.0,68310,101697.0,9700.0,53595.0,68471.0,219800.0,2021
honda,stream,2008.0,2009-10-15,mpv,"coe car, premium ad car",auto,103.0,1799.0,4.0,,18751,935.0,220000.0,21406.0,21406.0,5800.0,2009
mitsubishi,lancer,2015.0,2015-11-16,mid-sized sedan,parf car,auto,86.0,1590.0,3.0,13320.0,57301,13810.0,110000.0,11951.0,11951.0,22800.0,2015
toyota,altis,2015.0,2015-06-10,mid-sized sedan,"parf car, premium ad car",auto,90.0,1598.0,2.0,14640.0,66590,12952.0,99000.0,17804.0,12804.0,20800.0,2015
honda,vezel,2017.0,2017-06-09,suv,"parf car, low mileage car, hybrid cars",auto,112.0,1496.0,2.0,17210.0,53001,18799.0,68021.0,26059.0,5000.0,53800.0,2017
bmw,x4,2021.0,2021-03-26,suv,"parf car, premium ad car",auto,135.0,1998.0,2.0,28870.0,51900,79806.0,50000.0,49273.0,60983.0,220000.0,2021
mercedes-benz,c180,2022.0,2022-11-29,luxury sedan,"parf car, hybrid cars",auto,140.0,1496.0,1.0,22360.0,113299,125302.0,59000.0,38726.0,46217.0,208800.0,2022
volkswagen,t-cross,2022.0,2023-07-14,suv,"parf car, almost new car, premium ad car",auto,85.0,999.0,1.0,14070.0,97000,94377.0,19000.0,22409.0,8373.0,132000.0,2023
,vezel,2015.0,2015-09-18,suv,"parf car, low mileage car, sgcarmart warranty cars",auto,96.0,1496.0,1.0,17230.0,55889,11247.0,75000.0,17670.0,7670.0,25500.0,2015
hyundai,elantra,2014.0,2014-09-02,mid-sized sedan,"parf car, low mileage car",auto,97.0,1591.0,2.0,,65710,7419.0,59000.0,13110.0,13110.0,12888.0,2014
mercedes-benz,cla200,2019.0,2019-11-07,luxury sedan,"parf car, premium ad car",auto,120.0,1332.0,1.0,21800.0,38602,51047.0,78000.0,35062.0,41087.0,134800.0,2019
nissan,nv200,2018.0,2018-11-16,van,premium ad car,manual,,1461.0,2.0,10270.0,28501,12158.0,100000.0,21101.0,1056.0,43800.0,2018
infiniti,q30,2017.0,2018-02-26,suv,parf car,auto,80.0,1461.0,3.0,13690.0,36810,29307.0,91000.0,30434.0,24608.0,61800.0,2018
renault,grand,2019.0,2019-09-02,mpv,parf car,auto,81.0,1461.0,2.0,13430.0,27000,27221.0,86000.0,25368.0,17516.0,78800.0,2019
kia,cerato,2017.0,2017-06-07,mid-sized sedan,"parf car, direct owner sale",auto,95.0,1591.0,2.0,15340.0,51106,24991.0,132000.0,16308.0,16308.0,53800.0,2017
subaru,forester,2018.0,2018-06-29,suv,"parf car, premium ad car, low mileage car",auto,110.0,1995.0,1.0,15650.0,36000,24029.0,55920.0,13559.0,13559.0,70000.0,2018
audi,q2,2019.0,2020-10-13,suv,"parf car, premium ad car",auto,85.0,999.0,1.0,15080.0,36534,41614.0,62000.0,23869.0,25417.0,105800.0,2020
toyota,alphard,2020.0,2020-09-11,mpv,parf car,auto,134.0,2493.0,1.0,28400.0,41510,79418.0,68500.0,55673.0,72212.0,208888.0,2020
honda,civic,2009.0,2010-12-15,mid-sized sedan,coe car,auto,103.0,1799.0,3.0,12290.0,20357,5466.0,149838.0,25712.0,25712.0,16500.0,2010
toyota,estima,2008.0,2008-12-02,mpv,"coe car, low mileage car",auto,125.0,2362.0,6.0,12950.0,31553,13598.0,150000.0,31552.0,20615.0,55800.0,2008
honda,e,2016.0,2017-01-25,mpv,"parf car, low mileage car",auto,129.0,2356.0,2.0,19370.0,51109,35638.0,71355.0,33205.0,38487.0,66800.0,2017
toyota,prius,2018.0,2019-04-24,mpv,"parf car, hybrid cars",auto,100.0,1798.0,1.0,18180.0,43102,37389.0,57000.0,30006.0,24009.0,98800.0,2019
mercedes-benz,cla180,2020.0,2020-10-27,stationwagon,"parf car, premium ad car",auto,96.0,1332.0,2.0,20230.0,37766,55160.0,50888.0,35908.0,42272.0,146800.0,2020
mercedes-benz,c200,2011.0,2011-05-10,luxury sedan,coe car,auto,135.0,1796.0,4.0,12480.0,47316,32538.0,128266.5,42402.0,42402.0,85800.0,2011
volkswagen,passat,2016.0,2016-11-21,luxury sedan,"parf car, premium ad car, low mileage car",auto,132.0,1798.0,2.0,15100.0,56206,30381.0,73055.0,29724.0,28614.0,49800.0,2016
bmw,216d,2016.0,2016-08-25,mpv,parf car,auto,85.0,1496.0,1.0,14790.0,53334,24347.0,98000.0,30775.0,25085.0,41800.0,2016
honda,vezel,2022.0,2022-11-18,suv,"parf car, premium ad car",auto,87.0,1496.0,1.0,15700.0,87235,77290.0,43000.0,19062.0,5000.0,134888.0,2022
honda,hr-v,2019.0,2019-03-11,suv,parf car,auto,96.0,1496.0,1.0,14910.0,23568,27180.0,65000.0,22254.0,23156.0,81000.0,2019
volkswagen,sportsvan,2017.0,2018-07-30,hatchback,parf car,auto,92.0,1395.0,2.0,13860.0,32699,29780.0,114200.0,22344.0,23282.0,68800.0,2018
mercedes-benz,c180,2015.0,2015-11-18,luxury sedan,parf car,auto,115.0,1595.0,3.0,16760.0,62101,27547.0,108133.0,35294.0,36412.0,38500.0,2015
honda,civic,2008.0,2008-04-29,mid-sized sedan,"coe car, premium ad car",auto,103.0,1799.0,5.0,14150.0,40881,15826.0,145000.0,18326.0,18326.0,54800.0,2008
mercedes-benz,cls350,2018.0,2019-04-17,luxury sedan,"parf car, consignment car, hybrid cars",auto,230.0,1991.0,1.0,31060.0,36961,103026.0,56666.0,83756.0,122761.0,205000.0,2019
bmw,218i,2021.0,2021-11-30,luxury sedan,"parf car, premium ad car",auto,100.0,1499.0,2.0,17640.0,88000,97390.0,34000.0,35919.0,42287.0,152800.0,2021
toyota,dyna,2014.0,2014-11-17,truck,-,manual,,2982.0,1.0,,57389,1431.0,155421.0,27856.0,1393.0,14800.0,2014
mclaren,gt,2019.0,2020-03-11,sports car,"parf car, direct owner sale, rare & exotic, low mileage car",auto,456.0,3994.0,3.0,101930.0,37989,230959.0,27000.0,171342.0,280416.0,725000.0,2020
mini,cooper,2011.0,2011-12-09,sports car,coe car,auto,135.0,1598.0,5.0,10810.0,46482,34308.0,128266.5,30451.0,30451.0,79800.0,2011
morris,minor,1959.0,1959-05-06,others,"coe car, direct owner sale, rare & exotic, vintage cars",manual,,948.0,6.0,9940.0,5057,3817.0,88000.0,,,75000.0,1959
mercedes-benz,amg,2022.0,2024-01-09,luxury sedan,"parf car, almost new car, low mileage car, electric cars",auto,180.0,,1.0,34680.0,110001,180291.0,50.0,81246.0,99988.0,381988.0,2024
hyundai,accent,2019.0,2019-10-22,mid-sized sedan,"opc car, parf car, premium ad car, sgcarmart warranty cars",auto,73.0,1368.0,1.0,11970.0,17001,15716.0,62000.0,9173.0,9173.0,66800.0,2019
toyota,camry,2006.0,2006-10-12,luxury sedan,coe car,auto,123.0,2362.0,1.0,12050.0,56751,13185.0,156756.5,30194.0,33214.0,28000.0,2006
mercedes-benz,coupe,2010.0,2010-08-11,sports car,"coe car, premium ad car",auto,150.0,1796.0,4.0,13540.0,33018,15315.0,212000.0,61556.0,61556.0,62800.0,2010
bmw,520i,2019.0,2019-10-29,luxury sedan,"parf car, premium ad car",auto,135.0,1998.0,2.0,21880.0,41805,72262.0,110103.0,52437.0,66387.0,150800.0,2019
toyota,rav4,2020.0,2020-10-14,suv,"parf car, consignment car",auto,127.0,1987.0,1.0,19420.0,40989,51503.0,71000.0,30048.0,34068.0,140000.0,2020
mini,one,2018.0,2018-07-30,hatchback,"parf car, premium ad car, low mileage car",auto,75.0,1499.0,2.0,17700.0,32699,24409.0,49999.0,24006.0,15609.0,80800.0,2018
toyota,camry,2020.0,2022-06-14,luxury sedan,"parf car, premium ad car, hybrid cars",auto,160.0,2487.0,1.0,19510.0,95801,88212.0,36778.0,32593.0,22631.0,165800.0,2022
audi,a3,2014.0,2014-05-15,luxury sedan,"coe car, premium ad car, low mileage car",auto,90.0,1395.0,3.0,12360.0,42275,41580.0,91586.0,28028.0,16240.0,60800.0,2014
kia,cerato,2018.0,2019-05-08,mid-sized sedan,"parf car, premium ad car",auto,93.0,1591.0,2.0,13420.0,26659,26050.0,149753.0,18569.0,18569.0,75000.0,2019
toyota,noah,2023.0,2024-07-08,mpv,"parf car, almost new car, low mileage car, hybrid cars",auto,103.0,1797.0,1.0,19550.0,102001,110447.0,11.0,33186.0,38461.0,212988.0,2024
nissan,qashqai,2016.0,2016-03-09,suv,"parf car, direct owner sale, low mileage car",auto,106.0,1997.0,3.0,13520.0,46970,18258.0,67000.0,19906.0,19906.0,31000.0,2016
,altis,2018.0,2018-10-29,mid-sized sedan,parf car,auto,96.0,1598.0,1.0,14850.0,30209,27028.0,98488.0,19741.0,19741.0,74800.0,2018
honda,hr-v,2022.0,2022-03-08,suv,parf car,auto,87.0,1498.0,1.0,16590.0,57898,58988.0,23000.0,18966.0,18966.0,137800.0,2022
mercedes-benz,e200,2015.0,2015-12-29,luxury sedan,parf car,auto,135.0,1991.0,3.0,17900.0,60001,44765.0,110000.0,51956.0,65521.0,58800.0,2015
nissan,teana,2014.0,2014-10-01,luxury sedan,"parf car, direct owner sale, low mileage car",auto,127.0,2488.0,3.0,,68689,14923.0,70000.0,25688.0,27964.0,16888.0,2014
renault,grand,2019.0,2019-08-30,mpv,"parf car, consignment car",auto,81.0,1461.0,2.0,18100.0,27000,28387.0,119000.0,26500.0,19100.0,103800.0,2019
honda,city,2018.0,2018-09-06,mid-sized sedan,"parf car, premium ad car, low mileage car",auto,88.0,1497.0,1.0,14150.0,31997,25611.0,22311.0,17263.0,17263.0,68500.0,2018
mercedes-benz,amg,2015.0,2016-02-02,luxury sedan,parf car,auto,135.0,1991.0,1.0,20290.0,50089,43145.0,118000.0,51956.0,65521.0,61555.0,2016
porsche,928,1983.0,2023-08-28,sports car,"imported used vehicle, coe car, rare & exotic, vintage cars",auto,220.0,4664.0,1.0,,11836,10896.0,2300.0,5743.0,5743.0,75000.0,2023
honda,shuttle,2021.0,2021-07-01,stationwagon,parf car,auto,95.0,1496.0,1.0,14230.0,47821,37434.0,31205.0,19064.0,5000.0,102800.0,2021
bmw,216i,2019.0,2019-04-26,hatchback,"parf car, premium ad car",auto,80.0,1499.0,1.0,15420.0,29159,37921.0,100922.0,29931.0,33904.0,92000.0,2019
mitsubishi,triton,2011.0,2012-04-30,truck,"coe car, premium ad car",manual,,2477.0,3.0,10290.0,40166,29976.0,128266.5,22798.0,22798.0,76800.0,2012
byd,e6,2019.0,2022-03-22,hatchback,"parf car, electric cars",auto,90.0,,1.0,12710.0,68501,52155.0,33000.0,28000.0,,96800.0,2022
toyota,harrier,2021.0,2023-07-21,suv,"parf car, almost new car, low mileage car, hybrid cars",auto,160.0,2487.0,1.0,20890.0,113034,125231.0,5900.0,37718.0,29806.0,205000.0,2023
peugeot,3008,2015.0,2015-09-23,suv,parf car,auto,84.0,1560.0,2.0,11790.0,61000,13912.0,172000.0,20853.0,11195.0,20588.0,2015
volkswagen,sharan,2018.0,2018-05-09,mpv,"parf car, sgcarmart warranty cars",auto,162.0,1984.0,1.0,18250.0,39000,42156.0,72000.0,35354.0,41496.0,91888.0,2018
,forester,2016.0,2016-03-31,suv,"parf car, premium ad car",auto,177.0,1998.0,3.0,14820.0,47604,18303.0,98000.0,19146.0,19146.0,33777.0,2016
audi,a5,2010.0,2011-01-03,luxury sedan,"coe car, premium ad car, low mileage car",auto,155.0,1984.0,5.0,13640.0,32914,20461.0,113000.0,46434.0,46434.0,84800.0,2011
mitsubishi,outlander,2019.0,2019-07-25,suv,"parf car, premium ad car",auto,110.0,1998.0,1.0,17090.0,34000,32188.0,56000.0,20090.0,20126.0,96000.0,2019
toyota,altis,2014.0,2014-04-09,mid-sized sedan,"coe car, premium ad car, low mileage car",auto,90.0,1598.0,1.0,13040.0,39241,37800.0,98670.0,18544.0,13544.0,62800.0,2014
bmw,218d,2017.0,2017-09-12,hatchback,"parf car, low mileage car",auto,110.0,1995.0,1.0,17120.0,50000,36168.0,63388.0,34778.0,30690.0,70888.0,2017
mercedes-benz,amg,2017.0,2017-07-06,luxury sedan,"parf car, low mileage car",auto,295.0,2996.0,3.0,33470.0,47501,101043.0,61000.0,89515.0,133127.0,168800.0,2017
infiniti,q50,2016.0,2016-11-30,luxury sedan,parf car,auto,155.0,1991.0,1.0,14910.0,54901,34788.0,110000.0,31644.0,36302.0,54800.0,2016
fiat,doblo,2016.0,2016-06-03,van,-,auto,,1598.0,2.0,8000.0,5077,910.0,109000.0,19417.0,971.0,14333.0,2016
isuzu,nnr85,2014.0,2014-10-31,truck,-,auto,,2999.0,1.0,,9552,359.0,165396.0,33843.0,1693.0,21800.0,2014
honda,crossroad,2008.0,2008-05-28,suv,"coe car, premium ad car, low mileage car",auto,103.0,1799.0,4.0,15180.0,38712,15294.0,153000.0,18682.0,18682.0,60000.0,2008
toyota,sienta,2019.0,2020-09-24,mpv,"parf car, premium ad car, hybrid cars",auto,73.0,1496.0,1.0,15440.0,38504,36223.0,40000.0,24639.0,16495.0,103888.0,2020
nissan,cabstar,2016.0,2016-08-19,truck,-,manual,,2953.0,2.0,13740.0,39075,8500.0,67172.0,24942.0,1248.0,29888.0,2016
audi,a4,2021.0,2021-07-21,luxury sedan,"parf car, premium ad car, hybrid cars",auto,110.0,1984.0,1.0,18000.0,56100,68265.0,32539.0,32787.0,37902.0,146800.0,2021
citroen,c4,2016.0,2016-04-15,mpv,"parf car, premium ad car, low mileage car",auto,121.0,1598.0,1.0,11930.0,46502,21267.0,76733.0,26348.0,23888.0,32800.0,2016
kia,carens,2006.0,2008-04-30,mpv,"coe car, low mileage car",auto,108.0,1998.0,1.0,11140.0,50168,16576.0,161500.0,15736.0,17310.0,36800.0,2008
toyota,noah,2021.0,2022-06-27,mpv,"parf car, premium ad car, hybrid cars",auto,100.0,1797.0,1.0,20810.0,95889,94370.0,30300.0,32921.0,23090.0,178800.0,2022
honda,shuttle,2016.0,2016-10-18,stationwagon,parf car,auto,97.0,1496.0,3.0,14720.0,51507,18063.0,98000.0,20013.0,10019.0,39500.0,2016
audi,a3,2019.0,2019-04-18,luxury sedan,parf car,auto,85.0,999.0,1.0,14750.0,33199,33372.0,108000.0,23358.0,24702.0,83800.0,2019
toyota,estima,2009.0,2010-10-11,mpv,coe car,auto,125.0,2362.0,6.0,16010.0,34935,21995.0,175000.0,34232.0,34232.0,100800.0,2010
bmw,520i,2011.0,2012-01-17,luxury sedan,coe car,auto,135.0,1997.0,3.0,14700.0,47316,32149.0,189000.0,40362.0,40362.0,99900.0,2012
